,,,,,,,,,,,,,,,,,
Mystic Reflection,U,R,2648,2.19,484,2.27,693,,119,,187,,304,40.80%,380,47.60%,-6.8pp
,,,,,,,,,,,,,,,,,
"Narfi, Betrayer King",UB,U,9629,2.63,1755,3.06,7208,50.10%,1252,49.90%,2345,54.80%,3522,52.90%,3751,47.50%,5.4pp
,,,,,,,,,,,,,,,,,
Niko Aris,WU,M,584,1.09,348,1.08,1126,51.20%,164,,376,60.10%,536,57.80%,569,44.80%,13.0pp
,,,,,,,,,,,,,,,,,
Niko Defies Destiny,WU,U,21955,7.51,2117,10.9,1264,47.60%,227,44.10%,522,49.00%,687,46.90%,611,49.80%,-2.9pp
,,,,,,,,,,,,,,,,,
Old-Growth Troll,G,R,1928,1.79,1073,1.77,5210,55.50%,845,58.50%,1480,56.40%,2294,57.10%,2916,54.10%,3.0pp
,,,,,,,,,,,,,,,,,
Open the Omenpaths,R,C,61061,9.76,5880,13.78,582,,118,,168,,280,45.40%,312,49.00%,-3.7pp
,,,,,,,,,,,,,,,,,
"Orvar, the All-Form",U,M,857,1.67,472,1.67,1745,50.40%,289,48.80%,510,50.60%,787,49.90%,956,50.40%,-0.5pp
,,,,,,,,,,,,,,,,,
Path to the World Tree,WUBRG,U,19852,5.62,6535,6.28,22748,56.30%,5293,59.40%,8321,62.10%,12588,60.30%,10945,52.60%,7.8pp
,,,,,,,,,,,,,,,,,
Pilfering Hawk,U,C,52381,6.26,4945,9.75,13659,51.30%,2773,49.30%,4467,52.80%,6929,51.70%,7003,50.90%,0.7pp
,,,,,,,,,,,,,,,,,
Poison the Cup,B,U,6359,1.95,2285,2.23,11196,54.20%,2127,56.40%,3202,58.10%,5166,57.30%,6047,51.50%,5.8pp
,,,,,,,,,,,,,,,,,
Port of Karfell,UB,U,21452,6.84,2638,9.7,6121,51.30%,1187,52.10%,1945,53.20%,3039,52.70%,3147,50.00%,2.7pp
,,,,,,,,,,,,,,,,,
Priest of the Haunted Edge,B,C,54536,6.39,6405,9.21,13914,51.40%,3406,50.00%,6382,54.30%,8896,52.70%,6289,50.20%,2.6pp
,,,,,,,,,,,,,,,,,
Provoke the Trolls,R,U,15804,4.4,2242,6.1,7959,53.60%,1434,52.90%,2257,53.00%,3618,53.00%,4381,54.10%,-1.1pp
,,,,,,,,,,,,,,,,,
Pyre of Heroes,,R,3273,2.92,383,2.93,168,,36,,36,,72,,92,,
,,,,,,,,,,,,,,,,,
Quakebringer,R,M,620,1.19,495,1.17,2592,56.90%,448,61.60%,690,59.70%,1122,60.30%,1476,54.20%,6.1pp
,,,,,,,,,,,,,,,,,
Raiders' Karve,,C,57811,6.61,4949,9.58,10560,54.70%,1895,53.10%,2996,53.90%,4762,53.60%,5882,55.50%,-1.9pp
,,,,,,,,,,,,,,,,,
Raise the Draugr,B,C,54254,6.79,6795,9.73,18081,52.70%,3080,49.40%,5411,52.90%,8343,51.70%,9925,53.40%,-1.7pp
,,,,,,,,,,,,,,,,,
Rally the Ranks,W,R,2230,2.03,652,2.03,1889,52.20%,303,50.80%,471,54.60%,769,53.10%,1112,51.60%,1.4pp
,,,,,,,,,,,,,,,,,
Raven Wings,,C,58133,6.46,8048,8.87,26608,55.30%,4556,52.80%,7292,56.50%,11658,55.10%,14984,55.60%,-0.5pp
,,,,,,,,,,,,,,,,,
Ravenform,U,C,50696,5.7,3000,9.14,6870,48.90%,1297,46.20%,2305,49.90%,3422,49.00%,3545,48.90%,0.1pp
,,,,,,,,,,,,,,,,,
Ravenous Lindwurm,G,C,51713,5.57,15112,6.84,56172,56.60%,12560,58.70%,25362,60.70%,35139,59.90%,24995,53.30%,6.7pp
,,,,,,,,,,,,,,,,,
Realmwalker,G,R,1690,1.55,909,1.54,4423,53.40%,795,50.80%,1213,51.90%,1987,51.50%,2438,54.90%,-3.4pp
,,,,,,,,,,,,,,,,,
Reckless Crew,R,R,3616,3.1,497,3.38,268,,39,,66,,105,,162,,
,,,,,,,,,,,,,,,,,
Reflections of Littjara,U,R,2057,1.87,617,1.8,1734,48.70%,295,44.70%,548,52.20%,823,49.10%,916,48.60%,0.5pp
,,,,,,,,,,,,,,,,,
"Reidane, God of the Worthy",W,R,1593,1.49,1162,1.45,5991,56.00%,995,57.10%,1559,56.80%,2519,57.10%,3470,55.00%,2.0pp
,,,,,,,,,,,,,,,,,
Replicating Ring,,U,15700,4.53,3423,6.18,14047,52.10%,2716,50.80%,4057,52.90%,6461,52.00%,7508,52.20%,-0.1pp
,,,,,,,,,,,,,,,,,
Resplendent Marshal,W,M,601,1.16,435,1.13,2074,56.80%,347,61.40%,532,59.60%,876,60.30%,1200,54.60%,5.7pp
,,,,,,,,,,,,,,,,,
Return Upon the Tide,B,U,16084,4.72,1409,6.98,4033,53.60%,727,55.20%,1136,53.60%,1846,54.20%,2210,53.10%,1.0pp
,,,,,,,,,,,,,,,,,
Revitalize,W,C,60614,9.62,6032,13.47,1099,50.10%,248,50.40%,339,51.90%,543,52.50%,569,48.20%,4.3pp
,,,,,,,,,,,,,,,,,
Righteous Valkyrie,W,R,1673,1.61,1021,1.59,5161,58.20%,886,62.80%,1357,60.40%,2200,61.30%,2975,56.10%,5.2pp
,,,,,,,,,,,,,,,,,
Rimewood Falls,UG,B,16445,3.93,3911,5.06,19522,54.50%,3818,57.30%,5739,56.40%,9441,56.80%,10165,52.50%,4.3pp
,,,,,,,,,,,,,,,,,
Rise of the Dread Marn,B,R,2191,1.96,710,1.97,2550,51.80%,384,46.10%,645,52.70%,1029,50.20%,1498,52.90%,-2.7pp
,,,,,,,,,,,,,,,,,
Rootless Yew,G,U,18337,5.03,4705,6.19,19815,56.70%,3384,58.50%,6182,59.30%,9258,59.10%,10766,54.70%,4.4pp
,,,,,,,,,,,,,,,,,
Roots of Wisdom,G,C,60458,9.36,5376,13.34,1359,48.90%,254,46.10%,366,44.00%,611,45.20%,753,50.70%,-5.6pp
,,,,,,,,,,,,,,,,,
Run Amok,R,C,55520,6.76,10066,8.7,27838,56.30%,6238,56.80%,9319,57.70%,14544,57.10%,14025,55.60%,1.5pp
,,,,,,,,,,,,,,,,,
Run Ashore,U,C,58673,7.81,7121,11.12,15178,54.80%,2499,55.20%,5148,58.60%,7479,57.30%,7815,52.40%,4.9pp
,,,,,,,,,,,,,,,,,
Rune of Flight,U,U,19351,5.76,4029,7.57,12769,52.90%,2185,49.40%,4009,55.20%,5980,53.00%,6840,53.00%,-0.0pp
,,,,,,,,,,,,,,,,,
Rune of Might,G,U,17498,4.78,4898,5.92,20704,56.60%,3815,54.70%,6109,57.30%,9635,56.20%,11365,57.00%,-0.7pp
,,,,,,,,,,,,,,,,,
Rune of Mortality,B,U,16946,4.84,3310,6.45,11810,53.60%,2043,49.60%,3414,53.60%,5237,52.20%,6633,54.60%,-2.4pp
,,,,,,,,,,,,,,,,,
Rune of Speed,R,U,19260,6.01,4721,7.63,15136,56.10%,2751,54.20%,4282,55.20%,6714,54.80%,8494,56.80%,-2.0pp
,,,,,,,,,,,,,,,,,
Rune of Sustenance,W,U,17962,5.02,5319,5.79,22345,58.60%,4156,59.00%,6850,58.90%,10426,59.00%,12349,58.20%,0.8pp
,,,,,,,,,,,,,,,,,
Runed Crown,,U,15530,4.03,4592,4.89,18300,57.50%,3339,58.10%,5259,60.40%,8423,59.60%,9943,55.90%,3.7pp
,,,,,,,,,,,,,,,,,
Runeforge Champion,W,R,2372,2.19,1066,2.15,4066,59.60%,729,63.20%,1048,64.30%,1724,63.20%,2349,57.10%,6.1pp
,,,,,,,,,,,,,,,,,
Sarulf's Packmate,G,C,21966,2.38,9712,2.77,42840,57.70%,10580,61.80%,15602,61.10%,24183,61.20%,20621,54.30%,7.0pp
,,,,,,,,,,,,,,,,,
"Sarulf, Realm Eater",BG,R,1752,1.65,1119,1.67,5137,54.50%,875,58.70%,1450,59.00%,2263,59.10%,2887,51.10%,8.0pp
,,,,,,,,,,,,,,,,,
Saw It Coming,U,U,17308,5.52,2928,8.09,9138,51.20%,1783,51.50%,2912,54.80%,4436,53.70%,4621,48.90%,4.7pp
,,,,,,,,,,,,,,,,,
Scorn Effigy,,C,60883,8.29,7638,11.22,9853,52.20%,2075,51.30%,2914,49.10%,4724,50.40%,5246,53.50%,-3.1pp
,,,,,,,,,,,,,,,,,
Sculptor of Winter,G,C,37536,3.87,7124,5.36,29936,56.00%,6601,58.70%,10339,56.00%,16089,57.20%,14824,54.80%,2.4pp
,,,,,,,,,,,,,,,,,
Search for Glory,W,R,2592,2.31,443,2.36,424,,72,,115,,187,,233,45.10%,
,,,,,,,,,,,,,,,,,
Seize the Spoils,R,C,58916,7.97,6508,11.54,9041,55.10%,1708,54.00%,2577,55.10%,4162,54.60%,4927,55.50%,-0.9pp
,,,,,,,,,,,,,,,,,
Shackles of Treachery,R,C,60704,9.72,8783,12.87,4273,54.50%,778,51.70%,1203,53.50%,1940,52.90%,2375,55.90%,-3.0pp
,,,,,,,,,,,,,,,,,
Shepherd of the Cosmos,W,U,10226,2.87,2830,3.41,13600,57.30%,2454,56.10%,4052,58.30%,6260,57.40%,7486,57.20%,0.2pp
,,,,,,,,,,,,,,,,,
Shimmerdrift Vale,,C,32515,3.39,9334,4.46,43174,54.80%,9770,56.40%,13953,55.50%,22787,56.00%,21448,53.70%,2.2pp
,,,,,,,,,,,,,,,,,
Showdown of the Skalds,WR,R,1278,1.14,885,1.11,4358,56.80%,768,60.90%,1171,62.60%,1871,61.40%,2509,53.60%,7.8pp
,,,,,,,,,,,,,,,,,
"Sigrid, God-Favored",W,R,1563,1.47,943,1.44,4559,58.70%,740,63.00%,1149,62.30%,1855,62.60%,2713,55.90%,6.8pp
,,,,,,,,,,,,,,,,,
Skemfar Avenger,B,R,1902,1.78,793,1.78,3521,54.10%,643,55.80%,960,53.80%,1562,54.70%,1984,53.70%,1.0pp
,,,,,,,,,,,,,,,,,
Skemfar Elderhall,BG,U,19148,5.33,2328,7.46,8643,54.90%,1765,55.90%,2508,55.50%,4160,55.70%,4556,54.10%,1.6pp
,,,,,,,,,,,,,,,,,
Skemfar Shadowsage,B,U,15637,4.24,2025,5.76,7270,52.70%,1360,52.90%,2556,56.50%,3700,55.00%,3784,51.10%,3.9pp
,,,,,,,,,,,,,,,,,
Skull Raid,B,C,46439,6.16,5013,10.39,9494,50.50%,2002,46.60%,2990,51.70%,4560,49.60%,4875,51.30%,-1.7pp
,,,,,,,,,,,,,,,,,
Smashing Success,R,C,60549,9.76,6113,13.64,664,,133,,193,,308,46.40%,369,45.00%,1.4pp
,,,,,,,,,,,,,,,,,
Snakeskin Veil,G,C,55722,6.48,8117,9.21,25604,56.30%,4796,56.40%,7671,57.20%,12191,57.00%,13766,55.70%,1.3pp
,,,,,,,,,,,,,,,,,
Snow-Covered Forest,G,B,24269,4.21,4565,5.88,23282,54.90%,4492,54.90%,7774,56.80%,12011,56.10%,11375,53.70%,2.4pp
,,,,,,,,,,,,,,,,,
Snow-Covered Forest,G,B,24302,4.22,4502,5.93,23065,55.10%,4537,56.70%,7880,57.30%,12136,57.10%,11026,52.70%,4.4pp
,,,,,,,,,,,,,,,,,
Snow-Covered Island,U,B,23675,4.2,3916,5.94,19323,53.80%,3819,53.10%,6593,57.40%,10153,56.00%,9177,51.40%,4.5pp
,,,,,,,,,,,,,,,,,
Snow-Covered Island,U,B,23660,4.17,3885,5.99,18999,53.40%,3708,53.20%,6574,57.00%,10004,55.60%,9038,51.00%,4.6pp
,,,,,,,,,,,,,,,,,
Snow-Covered Mountain,R,B,30643,5.85,6479,7.94,29961,55.20%,5888,56.10%,9874,56.70%,15392,56.50%,14765,53.90%,2.5pp
,,,,,,,,,,,,,,,,,
Snow-Covered Mountain,R,B,30355,5.86,6474,8.01,30246,55.30%,5828,55.90%,9971,57.20%,15363,56.70%,15007,54.00%,2.7pp
,,,,,,,,,,,,,,,,,
Snow-Covered Plains,W,B,31962,6.35,4348,9.26,16735,54.40%,3169,55.10%,5313,55.60%,8315,55.40%,8449,53.30%,2.2pp
,,,,,,,,,,,,,,,,,
Snow-Covered Plains,W,B,31827,6.37,4279,9.2,16755,54.30%,3141,54.40%,5471,55.30%,8464,55.00%,8333,53.50%,1.4pp
,,,,,,,,,,,,,,,,,
Snow-Covered Swamp,B,B,26375,4.79,3681,6.99,16872,52.70%,3262,53.20%,5560,56.00%,8609,55.00%,8306,50.40%,4.7pp
,,,,,,,,,,,,,,,,,
Snow-Covered Swamp,B,B,26619,4.76,3716,6.9,16951,53.20%,3227,54.20%,5843,55.80%,8859,55.20%,8188,51.00%,4.2pp
,,,,,,,,,,,,,,,,,
Snowfield Sinkhole,WB,B,18367,4.32,2467,6.05,11074,52.30%,2008,53.50%,3108,53.80%,5081,53.70%,5975,51.20%,2.5pp
,,,,,,,,,,,,,,,,,
Spectral Steel,W,U,17536,4.85,2315,6.58,8279,57.70%,1523,59.00%,2417,57.30%,3784,58.10%,4605,57.50%,0.6pp
,,,,,,,,,,,,,,,,,
Spirit of the Aldergard,G,U,8605,2.46,3256,2.82,15662,56.80%,3086,60.90%,5142,62.60%,7893,61.60%,8033,52.70%,9.0pp
,,,,,,,,,,,,,,,,,
Squash,R,C,37261,3.92,9615,4.97,36302,56.30%,7926,57.00%,14192,60.50%,20593,59.00%,17302,53.60%,5.5pp
,,,,,,,,,,,,,,,,,
Stalwart Valkyrie,W,C,35670,3.69,6751,4.75,27417,57.40%,6373,58.30%,9392,57.20%,14657,57.70%,13833,57.00%,0.7pp
,,,,,,,,,,,,,,,,,
Starnheim Courser,W,C,51077,5.73,9470,7.34,31785,57.30%,7895,56.70%,11280,56.10%,17874,56.60%,15508,58.00%,-1.5pp
,,,,,,,,,,,,,,,,,
Starnheim Unleashed,W,M,557,1.09,517,1.09,3175,59.30%,536,69.00%,860,69.90%,1391,69.50%,1776,51.40%,18.1pp
,,,,,,,,,,,,,,,,,
Story Seeker,W,C,48764,5.37,8230,6.96,29162,58.10%,7684,60.80%,10630,57.00%,17221,58.80%,14116,57.40%,1.4pp
,,,,,,,,,,,,,,,,,
Strategic Planning,U,C,60484,9.44,7225,12.92,4208,51.50%,832,50.50%,1396,53.80%,2142,52.40%,2147,51.00%,1.3pp
,,,,,,,,,,,,,,,,,
Struggle for Skemfar,G,C,29686,3.05,7971,3.87,35548,56.20%,7689,55.10%,11924,57.80%,18674,56.80%,17732,55.70%,1.2pp
,,,,,,,,,,,,,,,,,
Sulfurous Mire,BR,B,18568,4.32,3243,5.91,15741,54.00%,3002,54.60%,4344,54.90%,7276,54.90%,8428,53.20%,1.6pp
,,,,,,,,,,,,,,,,,
Surtland Frostpyre,UR,U,21687,6.97,3318,9.45,10083,54.70%,1959,55.40%,3249,56.10%,5020,56.00%,5095,53.50%,2.5pp
,,,,,,,,,,,,,,,,,
"Svella, Ice Shaper",RG,U,14010,3.63,6096,3.93,26026,55.60%,5388,56.90%,9141,58.30%,13729,58.00%,12865,53.30%,4.6pp
,,,,,,,,,,,,,,,,,
Tergrid's Shadow,B,U,12900,3.63,1326,4.9,4410,49.50%,796,46.50%,1303,50.30%,2055,48.70%,2388,50.30%,-1.6pp
,,,,,,,,,,,,,,,,,
"Tergrid, God of Fright",B,R,1583,1.43,1086,1.41,5292,52.20%,886,51.80%,1518,53.70%,2367,52.90%,2917,51.70%,1.2pp
,,,,,,,,,,,,,,,,,
The Bears of Littjara,UG,R,1654,1.57,933,1.48,4290,56.20%,733,61.90%,1317,62.10%,2015,61.90%,2268,51.40%,10.6pp
,,,,,,,,,,,,,,,,,
The Bloodsky Massacre,BR,R,2101,1.91,745,1.79,2686,54.30%,458,56.80%,593,55.10%,1042,55.90%,1613,53.00%,2.8pp
,,,,,,,,,,,,,,,,,
The Raven's Warning,WU,R,2685,2.29,564,2.16,1282,51.20%,135,,306,52.00%,428,50.50%,703,50.80%,-0.3pp
,,,,,,,,,,,,,,,,,
The Three Seasons,UG,U,21418,6.61,2317,9.67,3625,51.30%,636,45.30%,1186,53.50%,1780,50.50%,1871,51.70%,-1.2pp
,,,,,,,,,,,,,,,,,
The Trickster-God's Heist,UB,U,17526,4.79,1388,7.11,3323,50.40%,565,47.60%,1074,56.00%,1586,53.20%,1749,48.00%,5.1pp
,,,,,,,,,,,,,,,,,
The World Tree,WUBRG,R,2635,2.26,994,2.31,4493,54.90%,837,58.80%,1200,56.00%,2034,57.20%,2433,53.00%,4.2pp
,,,,,,,,,,,,,,,,,
Tibalt's Trickery,R,R,3211,2.8,439,3.11,105,,11,,31,,42,,63,,
,,,,,,,,,,,,,,,,,
"Toralf, God of Fury",R,M,585,1.11,467,1.1,2371,53.90%,383,52.70%,1150,58.40%,1202,55.00%,1364,54.50%,0.5pp
,,,,,,,,,,,,,,,,,
Tormentor's Helm,R,C,50956,5.78,8207,7.55,25467,56.50%,5875,57.60%,8144,55.60%,13132,56.40%,12983,56.60%,-0.2pp
,,,,,,,,,,,,,,,,,
"Toski, Bearer of Secrets",G,R,1637,1.53,1284,1.51,6858,56.60%,1175,59.90%,1869,58.20%,2990,58.90%,3871,54.90%,4.0pp
,,,,,,,,,,,,,,,,,
Tundra Fumarole,R,R,1877,1.75,852,1.72,3965,54.00%,621,55.10%,1021,55.30%,1638,55.30%,2308,53.10%,2.2pp
,,,,,,,,,,,,,,,,,
Tuskeri Firewalker,R,C,46242,5,8056,6.87,31255,56.00%,7156,54.70%,10068,56.00%,15959,55.30%,16181,56.60%,-1.3pp
,,,,,,,,,,,,,,,,,
Tyrite Sanctum,,R,3001,2.6,492,2.8,1011,50.10%,178,,254,52.40%,432,51.20%,574,49.50%,1.7pp
,,,,,,,,,,,,,,,,,
Tyvar Kell,BG,M,565,1.08,404,1.08,1895,53.00%,357,55.50%,495,52.90%,846,54.00%,1042,52.50%,1.5pp
,,,,,,,,,,,,,,,,,
Undersea Invader,U,C,60789,9.45,8207,12.72,6624,49.70%,1126,45.60%,2286,50.10%,3286,48.80%,3409,50.30%,-1.5pp
,,,,,,,,,,,,,,,,,
Usher of the Fallen,W,U,10128,2.88,2288,3.48,11212,57.60%,2337,62.70%,2884,53.70%,5058,57.60%,6260,57.60%,-0.0pp
,,,,,,,,,,,,,,,,,
"Valki, God of Lies",BR,M,535,1.1,471,1.1,2506,55.40%,418,57.70%,708,59.60%,1105,58.80%,1410,53.00%,5.8pp
,,,,,,,,,,,,,,,,,
Valkyrie's Sword,W,U,10927,3.07,1959,3.93,9202,56.00%,1525,55.90%,2732,57.20%,4185,56.80%,5048,55.20%,1.7pp
,,,,,,,,,,,,,,,,,
Valor of the Worthy,W,C,57550,7.39,5751,10.55,9662,57.30%,1949,56.40%,2981,54.90%,4653,55.80%,5251,58.70%,-2.8pp
,,,,,,,,,,,,,,,,,
"Varragoth, Bloodsky Sire",B,R,1771,1.74,940,1.74,4263,53.00%,716,56.40%,1190,55.20%,1848,55.90%,2456,50.90%,5.0pp
,,,,,,,,,,,,,,,,,
Vault Robber,R,C,61291,9.71,9273,12.74,8006,51.20%,1656,48.60%,2300,49.30%,3763,49.00%,4362,53.10%,-4.1pp
,,,,,,,,,,,,,,,,,
"Vega, the Watcher",WU,U,16510,4.57,1689,6.04,4168,50.50%,839,51.60%,1578,53.40%,2246,52.80%,1987,48.70%,4.1pp
,,,,,,,,,,,,,,,,,
Vengeful Reaper,B,U,10999,3.01,2492,3.73,11083,53.00%,2205,54.80%,3597,55.40%,5426,55.30%,5890,51.00%,4.3pp
,,,,,,,,,,,,,,,,,
Village Rites,B,C,58679,7.79,5229,11.19,8647,52.90%,1643,52.10%,2467,52.00%,4030,52.20%,4732,53.50%,-1.3pp
,,,,,,,,,,,,,,,,,
Volatile Fjord,UR,B,18432,4.36,4132,5.64,20464,54.30%,3922,55.90%,6168,55.10%,9925,55.60%,10565,53.10%,2.5pp
,,,,,,,,,,,,,,,,,
"Vorinclex, Monstrous Raider",G,M,524,1.07,464,1.07,2505,55.80%,403,54.30%,780,63.60%,1169,60.20%,1328,52.00%,8.2pp
,,,,,,,,,,,,,,,,,
Waking the Trolls,RG,R,2154,1.94,1064,1.86,4846,54.80%,767,56.80%,1434,58.90%,2157,57.60%,2682,52.80%,4.8pp
,,,,,,,,,,,,,,,,,
Warhorn Blast,W,C,60640,9.45,9750,12.17,10822,55.90%,1811,50.50%,2858,53.30%,4580,52.50%,6255,58.30%,-5.8pp
,,,,,,,,,,,,,,,,,
Weathered Runestone,,U,22748,8.81,2126,12.41,28,,2,,6,,8,,20,,
,,,,,,,,,,,,,,,,,
Weigh Down,B,C,45229,4.78,4294,7.1,14981,52.60%,2774,49.90%,4425,53.40%,6991,52.30%,8152,52.80%,-0.5pp
,,,,,,,,,,,,,,,,,
Wings of the Cosmos,W,C,60631,9.44,9325,12.18,8917,58.50%,1699,59.70%,2683,57.90%,4307,58.70%,4889,58.40%,0.3pp
,,,,,,,,,,,,,,,,,
Withercrown,B,C,45500,4.87,2257,7.75,6580,51.30%,1282,49.10%,2028,53.60%,3171,52.00%,3549,50.30%,1.7pp
,,,,,,,,,,,,,,,,,
Woodland Chasm,BG,B,16389,3.94,3458,5.23,17410,54.30%,3277,57.60%,5057,54.60%,8272,55.80%,9190,53.00%,2.9pp
,,,,,,,,,,,,,,,,,
Abundant Harvest,G,R,3962,3.35,743,4.06,2493,53.30%,450,51.60%,765,55.60%,1215,54.10%,1295,52.80%,1.3pp
,,,,,,,,,,,,,,,,,
Academic Dispute,R,U,28355,7.88,7847,9.69,18258,52.80%,3543,52.10%,6228,54.50%,9771,53.60%,9280,52.30%,1.4pp
,,,,,,,,,,,,,,,,,
Academic Probation,W,R,6466,3.65,1054,4.92,69,,5,,703,60.30%,708,59.90%,49,,
,,,,,,,,,,,,,,,,,
Access Tunnel,,U,26880,5.31,2297,7.93,10048,56.90%,1641,53.70%,2567,57.00%,4208,55.70%,5869,57.70%,-2.0pp
,,,,,,,,,,,,,,,,,
Accomplished Alchemist,G,R,4219,2.84,1573,3.07,6314,53.40%,1077,51.50%,1919,53.70%,2996,52.90%,3408,53.10%,-0.2pp
,,,,,,,,,,,,,,,,,
Adventurous Impulse,G,U,26620,6.01,2644,9.37,5845,52.80%,1028,53.50%,1728,52.40%,2756,52.80%,3132,52.70%,0.0pp
,,,,,,,,,,,,,,,,,
Aether Helix,UG,U,27242,6.29,5342,8.02,18711,55.30%,3263,52.00%,7227,60.30%,10490,57.70%,9037,52.90%,4.8pp
,,,,,,,,,,,,,,,,,
Ageless Guardian,W,C,75794,9.32,8809,12.84,7195,52.00%,1519,50.60%,2111,46.20%,3630,48.10%,3915,54.70%,-6.6pp
,,,,,,,,,,,,,,,,,
Agonizing Remorse,B,U,27220,6.72,5439,8.92,17051,56.50%,2975,55.90%,4615,54.10%,7590,54.80%,9672,57.80%,-3.0pp
,,,,,,,,,,,,,,,,,
Approach of the Second Sun,W,M,1436,2.53,762,2.61,3105,51.70%,442,46.80%,1449,65.20%,1891,60.90%,1581,49.60%,11.3pp
,,,,,,,,,,,,,,,,,
Arcane Subtraction,U,C,74405,8.06,16553,9.95,47622,54.30%,10878,52.90%,19521,57.90%,30399,56.10%,21345,52.10%,4.0pp
,,,,,,,,,,,,,,,,,
Archmage Emeritus,U,R,1465,1.09,927,1.09,4355,52.70%,771,53.00%,1446,55.80%,2217,54.80%,2229,50.90%,3.9pp
,,,,,,,,,,,,,,,,,
Archway Commons,,C,74790,6.85,8553,9.45,27324,52.90%,5700,52.60%,8820,53.20%,14520,53.00%,13760,52.70%,0.3pp
,,,,,,,,,,,,,,,,,
Ardent Dustspeaker,R,U,26322,5.93,5023,7.77,16307,51.30%,2798,48.90%,5486,52.50%,8284,51.30%,8616,51.00%,0.3pp
,,,,,,,,,,,,,,,,,
Arrogant Poet,B,C,51115,4.36,4950,6.71,21075,59.30%,4600,58.30%,6158,55.80%,10758,56.90%,11427,61.00%,-4.1pp
,,,,,,,,,,,,,,,,,
Augmenter Pugilist,UG,R,2155,1.53,1321,1.51,6218,55.10%,1138,55.90%,2165,58.10%,3303,57.30%,3152,52.70%,4.6pp
,,,,,,,,,,,,,,,,,
Baleful Mastery,B,R,2224,1.65,1463,1.64,7705,57.70%,1264,58.00%,2237,60.20%,3501,59.40%,4325,56.30%,3.2pp
,,,,,,,,,,,,,,,,,
Basic Conjuration,G,R,4642,2.8,1067,3.45,271,,61,,1515,56.80%,1576,56.20%,132,,
,,,,,,,,,,,,,,,,,
Bayou Groff,G,C,64944,5.58,5133,8.41,15801,53.00%,3215,52.10%,5962,53.20%,9177,52.80%,7840,52.50%,0.4pp
,,,,,,,,,,,,,,,,,
Beaming Defiance,W,C,74735,8.04,11994,10.46,32209,57.80%,6113,56.10%,9151,55.80%,15264,55.90%,18018,59.00%,-3.2pp
,,,,,,,,,,,,,,,,,
Beledros Witherbloom,BG,M,718,1.08,568,1.08,2834,56.00%,434,55.30%,976,61.90%,1410,59.90%,1507,52.40%,7.5pp
,,,,,,,,,,,,,,,,,
Biblioplex Assistant,,C,74535,6.99,8978,9.75,27764,53.90%,4817,50.60%,9039,54.40%,13856,53.10%,14791,54.70%,-1.6pp
,,,,,,,,,,,,,,,,,
Big Play,G,C,72511,7.31,6922,10.96,12828,53.30%,2328,53.60%,4490,57.50%,6818,56.10%,6503,50.50%,5.6pp
,,,,,,,,,,,,,,,,,
Biomathematician,UG,C,62552,5.83,7408,8.01,19141,54.60%,5137,54.90%,9654,58.10%,14791,57.00%,7952,52.50%,4.5pp
,,,,,,,,,,,,,,,,,
Blade Historian,WR,R,1473,1.08,807,1.07,3423,55.10%,570,57.90%,900,58.10%,1470,58.00%,1987,52.80%,5.2pp
,,,,,,,,,,,,,,,,,
"Blex, Vexing Pest",BG,M,1485,2.04,813,2.14,3111,52.90%,508,53.10%,952,53.70%,1460,53.50%,1715,52.50%,1.0pp
,,,,,,,,,,,,,,,,,
Blood Age General,R,C,69214,7.49,6095,11.59,9447,52.20%,2190,53.80%,3022,51.40%,5212,52.40%,4892,51.90%,0.5pp
,,,,,,,,,,,,,,,,,
Blood Researcher,BG,C,49120,4.01,5074,5.18,18245,54.20%,4493,56.60%,7800,54.80%,12293,55.40%,8269,52.70%,2.7pp
,,,,,,,,,,,,,,,,,
Blot Out the Sky,WB,M,762,1.09,645,1.08,3459,59.00%,565,63.40%,963,64.90%,1528,64.30%,1979,55.30%,9.1pp
,,,,,,,,,,,,,,,,,
Blue Sun's Zenith,U,M,1372,2.56,638,2.74,2778,55.20%,410,55.40%,1160,62.50%,1570,60.60%,1446,53.00%,7.7pp
,,,,,,,,,,,,,,,,,
Body of Research,UG,M,903,1.29,425,1.26,1458,55.70%,237,60.80%,491,56.80%,728,58.10%,749,53.30%,4.8pp
,,,,,,,,,,,,,,,,,
Bookwurm,G,U,11459,2.55,4032,2.95,20760,55.80%,3554,55.10%,8790,61.00%,12344,59.30%,10287,53.00%,6.3pp
,,,,,,,,,,,,,,,,,
Brackish Trudge,B,U,23590,4.85,4232,6.36,18831,57.10%,3683,57.60%,8780,56.40%,12463,56.80%,10136,58.20%,-1.4pp
,,,,,,,,,,,,,,,,,
Brainstorm,U,R,3258,2.97,712,3.58,2350,52.70%,430,48.60%,712,56.60%,1142,53.60%,1221,51.90%,1.7pp
,,,,,,,,,,,,,,,,,
Burrog Befuddler,U,C,76086,8.46,9483,11.66,13955,51.80%,2971,50.90%,4985,52.90%,7956,52.20%,6781,51.00%,1.1pp
,,,,,,,,,,,,,,,,,
Bury in Books,U,C,51087,4.19,12946,5.13,49315,55.70%,11992,57.00%,23730,61.00%,35722,59.70%,20498,51.00%,8.7pp
,,,,,,,,,,,,,,,,,
Callous Bloodmage,B,R,4064,2.81,2095,2.99,9760,57.30%,1856,57.00%,2642,55.80%,4498,56.30%,5454,58.10%,-1.8pp
,,,,,,,,,,,,,,,,,
